URL,Titre,Chapeau,Description,Date de début,Date de fin,Mots clés,Nom du lieu,Adresse du lieu,Code postal,Ville,Coordonnées géographiques,Type de prix,audience,durée
https://www.paris.fr/evenements/voyage-illustre-dans-l-est-parisien-34168,Voyage illustré dans l'Est parisien,Une exposition pour redécouvrir les lieux emblématiques de l'Est parisien sous le regard de l'illustrateur Aloïs Marignane,"<p>Avec ses illustrations inspirées des vieilles affiches touristiques des compagnies ferroviaires, Aloïs Marignane donne des couleurs aux rues et aux lieux emblématiques de l’Est parisien. Il présente dans cette <strong>exposition </strong>une<strong> série sur le <a href=""https://aloismarignane.com/project/paris-20/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">20<sup>ème</sup> arrondissement</a>, une série sur le 19<sup>ème</sup> arrondissement et un inédit du Canal Saint-Martin</strong>.</p><p>Dans le cadre de cette exposition, une <strong>atelier croquis-balade, animé par Aloïs Marignane,</strong> sera proposé (sur inscription auprès des bibliothécaires).</p><p>Aloïs Marignane</p><p>Illustrateur français originaire de Provence, Aloïs Marignane a vécu plusieurs années dans l'Est parisien. Il dessine pour la presse, les marques, les institutions. Après des études en cinéma d’animation et en communication, une expérience en entreprise, il se lance en tant qu’illustrateur indépendant en 2019.Vous pouvez retrouver l’ensemble de son travail sur son compte instagram ou sur son site aloismarignane.com.</p>",2023-06-01 02:00:00+02:00,2023-10-01 01:59:59+02:00,"Art contemporain,Atelier,Balade",Médiathèque Marguerite Duras,"115, rue de Bagnolet",75020,Paris,"48.8598389825131, 2.40322700813562",gratuit,Tout public.,121
https://www.paris.fr/evenements/sos-cyber-aide-informatique-individuelle-23514,SOS Cyber : aide informatique individuelle,"Nous vous proposons une aide individuelle en informatique : ordinateur, tablette, logiciels, etc.","<p>Un vendredi par mois par créneaux de 30 minutes entre 14h et 16h.</p><p>Sur rendez-vous, inscriptions auprès de la bibliothèque.</p><ul><li><strong>Vendredi 21 avril, à 14h</strong></li><li><strong>Vendredi 28 avril, à 14h</strong></li><li><strong>Vendredi 19 mai, à 14h</strong></li><li><strong>Vendredi 26 mai, à 14h</strong></li><li><strong>Vendredi 16 juin, à 14h</strong></li><li><strong>Vendredi 30 juin, à 14h</strong></li></ul>",2023-04-21 17:00:00+02:00,2023-06-30 19:00:00+02:00,Atelier,Bibliothèque François Villon,"81, boulevard de la Villette",75010,Paris,"48.8772049866976, 2.37079700565468",gratuit,Public  adultes.,70
https://www.paris.fr/evenements/exposition-opera-negra-de-clara-chotil-34273,Exposition : Opera Negra de Clara Chotil,"Exposition autour de la BD Opera Negra publiée chez Actes Sud. Clara Chotil nous emmène sur les traces d'un personnage fascinant et énigmatique : Maria d'Apparecida. 
Du mardi 20 juin au samedi 19 août, entrée libre. Vernissage et rencontre avec l'autrice le samedi 24 juin à 17h.","<p>Juillet 2017. Une annonce paraît sur les réseaux sociaux : une certaine 
Maria d’Apparecida a été retrouvée morte chez elle à Paris. A-t-elle de 
la famille, des amis ? Si personne ne se manifeste, elle sera enterrée à
 la fosse commune. Intriguée, Mazé Torquato Chotil, journaliste 
brésilienne installée en France depuis plus de 30 ans, entame des 
recherches sans se douter qu’elle s’embarque dans une aventure qui la 
mènera deux ans plus tard à l’écriture d’une biographie. En effet, 
l’histoire n’est pas banale.<br>Née en 1926 à Rio, Maria d’Apparecida a vécu une véritable épopée.<br>Fille
 de domestique noire, orpheline à 8 ans, elle a réussi à franchir un à 
un les obstacles qui la séparaient des plus grandes scènes mondiales. 
Elle réalisa son rêve : chanter Carmen à l’Opéra de Paris. Muse de la 
scène surréaliste française, des peintres et des écrivains, ambassadrice
 de la musique brésilienne en France, elle enchanta le Paris de la 
seconde moitié du XXe siècle, autant par sa voix que par sa force de 
caractère. Puis quelques années suffirent pour la faire basculer dans 
l’oubli, jusqu’à son décès en juillet 2017.<br>Cet album ressuscite une 
femme d’exception, dont le destin n’est pas sans faire songer, sous 
certains aspects, à celui de Joséphine Baker, récemment panthéonisée.<br>Il
 aborde des thèmes tels que l’exil, la libération féminine, le combat 
d’émancipation raciale, la solitude de la vieillesse et la fragilité de 
la gloire.</p><p>Diplômée de l’École nationale supérieure d’architecture, <strong>Clara Chotil 
</strong>est la fille de Mazé Torquato Chotil, la journaliste qui a 
« ressuscité » Maria d’Apparecida. Elle pratique la peinture, la 
sérigraphie et le dessin. Elle crée aussi des installations et anime de 
nombreuses actions de médiation. Elle a séjourné au Brésil à plusieurs 
reprises. Au cours d’une résidence de six mois (septembre 2021-février 
202), elle a récemment réalisé un travail documentaire sur l’histoire de
 l’université de Poitiers. <em>Ópera negra</em> est son premier album.</p>",2023-06-20 02:00:00+02:00,2023-08-20 01:59:59+02:00,"BD,Expo",Bibliothèque Claude Lévi-Strauss,41 avenue de Flandre,75019,Paris,"48.8865539938614, 2.37121299950928",gratuit,Public  adultes.,60
https://www.paris.fr/evenements/best-of-bidouille-34255,Heure du conte : the Best of Bidouille,"L'Heure du conte mensuelle de Bidouille se fait à l'extérieur en été! Et pour clore nos ""BHLM"", nous vous lirons, accompagnés de ""Bidouille"" notre mascotte orange, nos meilleurs albums et contes. RDV au square Wyszynski à 10h30.","<p>Cette heure du conte estivale sera l'apogée et la clôture de nos <em>Bibliothèque Hors Les Murs</em> (BHLM) ! Avec Bidouille, nous vous donnons RDV au square du Cardinal Wyszynski, qui se trouve rue Vercingétorix, en face de l’Église Notre Dame du Travail. Nous vous attendons dans l'herbe à côté du bac à sable, pour une demie-heure d'histoires . Et si vous voulez rester avec nous ensuite pour bouquiner au soleil ou à l'ombre d'un arbre, sachez que nous venons les bras chargés de livres tous les jeudis d'été, du 13 juillet au 31 août, de 10h30 à 12h.<br></p><p>Une dernière chance en été de découvrir ou vous régaler à nouveau des trésors de la littérature jeunesse…. et pour continuer toute l'année, retrouvez les Histoires de Bidouille pour petits et grands à la bibliothèque Benoîte Groult, une fois par mois de septembre à juin !<br></p><p><strong>Heure du conte ""Best of Bidouille"" </strong>pour tous les enfants, à partir de 3 ans, sur inscription.</p>",2023-08-31 13:30:00+02:00,2023-08-31 14:30:00+02:00,"Enfants,Littérature,Loisirs",Square du Cardinal-Wyszynski,"54, rue Vercingétorix",75014,Paris,"48.8364320149815, 2.3170690063001",gratuit,Public enfants. A partir de 3 ans.,0
https://www.paris.fr/evenements/atelier-l-art-du-kamishibai-18071,Atelier | L'art du kamishibaï,"Le kamishibaï, vous connaissez ? L'Heure Joyeuse en possède plus de 300 à emprunter avec le butaï. Nous vous donnons l'occasion de le découvrir grâce à un atelier.","<h3>ENTENDEZ-VOUS LE SON DES HYOSHIGI ?</h3><p>Ingrid et Caroline vous expliquent comment manipuler le butaï et animer en public ce théâtre d'images japonais.</p><p>- le mercredi 12 avril | 10h- le mercredi 14 juin | 10h</p><p>Pour adulte sur inscriptionDurée : 2h</p><p><a href=""https://www.paris.fr/recherche/sorties?Sortir_production_v4[query]=heure%20joyeuse"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">En savoir plus</a> sur les autres animations en novembre à L'Heure Joyeuse</p>",2023-01-01 01:00:00+01:00,2023-07-01 01:59:59+02:00,Littérature,Bibliothèque L'Heure joyeuse,6-12 rue des Prêtres Saint-Séverin,75005,Paris,"48.851833, 2.34494",gratuit,Public  adultes.,180
https://www.paris.fr/evenements/ateliers-creatifs-avec-l-artiste-plasticienne-nobuko-murakami-33622,Ateliers créatifs avec l'artiste plasticienne Nobuko Murakami,"Dans le cadre du mois du handicap, l'artiste plasticienne japonaise propose des ateliers de création en intégrant le braille comme moyen d’expression","<p><strong>Découvrez <a href=""https://www.paris.fr/evenements/nobuko-murakami-expose-a-la-mediatheque-33643"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">son exposition </a>
au rez-de-chaussée de la médiathèque et aux niveaux -1 et +1, du 23 juin au 9 août 2023 aux horaires d'ouverture
 de la médiathèque.</strong></p><p>Les travaux issus de ces moments, seront exposés, mêlés aux œuvres de l’artiste.</p><p>L'artiste Nobuko Murakami propose également <a href=""https://www.paris.fr/evenements/ateliers-creatifs-avec-l-artiste-plasticienne-nobuko-murakami-33811"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">un atelier pour les adultes </a>l e samedi 10 juin 2023</p><p><strong>Samedi 3 juin 2023 à 15h </strong></p><p><strong>Salle d'animation (niveau +1)</strong><br></p><p><strong>Pour les enfants de 7 à 10 ans<br></strong></p><p><strong><strong><strong>Sur inscription à partir du 3 mai sur <a href=""https://www.billetweb.fr/pro/agendayourcenar"">billetweb.fr/pro/agendayourcenar</a> ou auprès des bibliothécaires</strong></strong></strong></p>",2023-06-03 18:00:00+02:00,2023-06-03 20:00:00+02:00,"Art contemporain,Atelier,Enfants",Médiathèque Marguerite Yourcenar,"41, rue d'Alleray",75015,Paris,"48.83680697942, 2.30348101924335",gratuit,Public enfants. A partir de 7 ans. Jusqu'à 10 ans.,0
https://www.paris.fr/evenements/requiem-de-mozart-bolero-de-ravel-23332,Requiem de Mozart & Boléro de Ravel,"Venez assister au Requiem de Mozart et au Boléro de Ravel. L'Orchestre Hélios, le Chœur Hélios Éphémère et Matthieu Cabanes (chef d'orchestre) vous feront redécouvrir ces deux grands chefs-d'oeuvre de la musique.","<p>LE BOLERO DE RAVEL<br><br>Le Boléro est l’œuvre de musique classique la plus jouée dans le monde avec une représentation toutes les 15 minutes. Lors de sa création, le compositeur avait donné les droits d’auteur à son jardiner sans prévoir son succès auprès du grand public.<br>Cette œuvre est l’archétype de l’ostinato. La mélodie est reprise à tour de rôle par les différents instruments de l’orchestre sur une formule rythmique à la percussion.<br><br>LE REQUIEM DE MOZART<br><br>Les circonstances particulières de commande de cette œuvre, et les conditions en quelque sorte tragiques de son écriture, sur le lit de mort de son auteur, en alimentent la légende. En juillet 1791, le comte Walsegg-Stuppach, sous le sceau du secret, commanda un Requiem à Mozart pour sa femme, morte en février. Le travail fut différé en octobre, dû au surmenage que connaissait le compositeur pris par la Clémence de Titus et par la Flûte Enchantée.<br>A la mort de Mozart, le Requiem restait une œuvre inachevée. Dans la phase finale de sa maladie, Mozart avait écrit l’intégralité du « Requiem aeternam » : du Kyrie au Confutatis, seules les parties vocales et la basse continue était écrites. Pour le Lacrimosa, seulement les huit premières mesures de la voix et deux premières mesures des parties de violon et d’alto. Des esquisses de pièces supplémentaires ont été perdues. Alors qu’il était alité, des amis viennent chanter les parties du Requiem à son chevet.</p><h4>Hélios</h4><p>Dynamique et éclectique, l’orchestre Hélios s’est imposé depuis sa création en 2014.<br>Son directeur artistique, Paul Savalle, favorise l’insertion professionnelle des jeunes musiciens par la pratique d’orchestre. Ainsi, de jeunes diplômés se mêlent aux musiciens d’orchestre, aux chefs et aux solistes expérimentés, dans des conditions de travail optimales.<br>De la musique baroque à la musique contemporaine, les programmes sont variés. Quant au répertoire, il est à la fois symphonique et choral, l’orchestre s’associant aux chœurs départementaux et régionaux.<br>Grâce à la collaboration de différents chefs, les musiciens abordent un répertoire très riche en élargissant leur palette d’interprétation. Ils sont tous issus des grands conservatoires français, certains appartenant à un orchestre national.<br>Du quatuor à cordes à l’orchestre symphonique, en passant par l’ensemble de cuivres, l’orchestre élargit toujours son audience en modulant sa composition. La formation « cordes » se produit dans des endroits pittoresques qui ne sauraient accueillir un orchestre symphonique, ce qui permet au public de découvrir un patrimoine architectural très riche.<br>En somme, grâce à sa formation à géométrie variable, l’orchestre Hélios aborde le répertoire le plus large avec une curiosité passionnée.</p>",2022-10-21 23:45:00+02:00,2023-06-25 01:00:00+02:00,Concert,Eglise Saint-Sulpice,Place Saint-Sulpice,75006,Paris,"48.851204, 2.333686",payant,Tout public.,246
https://www.paris.fr/evenements/visite-active-le-musee-carnavalet-en-famille-34636,Visite-active : Le musée Carnavalet en famille,Découvrez le musée et ses collections en famille.,"<p>En famille, de 5 à 99 ans, découvrez le musée et ses
collections. Guidez par notre conférencière, vous choisirez chacun à votre tour
des thèmes pour explorer l’histoire de Paris. Une visite qui suit votre rythme
et vous permet de construire en famille un parcours unique.</p>",2023-05-06 19:00:00+02:00,2023-08-30 20:00:00+02:00,"Enfants,Histoire",Musée Carnavalet - Histoire de Paris,16 rue des Francs-Bourgeois,75003,Paris,"48.8572099985821, 2.36203598899863",payant,Tout public. A partir de 5 ans.,116
https://www.paris.fr/evenements/ateliers-en-duo-parent-enfant-danse-18-mois-3-ans-11110,Ateliers en duo Parent-Enfant Danse 18 mois-3 ans,"Ateliers Danse en famille Parent-Enfant 18 mois (marche assurée) – 3 ans

Inscription à la séance

2022-2023

www.compagniemaya.com

Renseignements: 06 12 96 65 98 / contact@compagniemaya.com","<p>Cet atelier bienveillant invite enfants et parents à entrer en communication par le mouvement et le jeu. De la danse, du rythme, des chants, des comptines, de l’écoute musicale, des jeux… et des rires ! Alternant moments dynamiques et temps calmes, les duos exploreront avec complicité la coordination, le sens de l’équilibre, le déplacement dans l’espace et le rapport aux autres.<br><br></p><p>Différents univers musicaux amèneront différentes manières de danser : au programme, de la musique classique, jazz, des musiques du monde et actuelles !</p><p>DURANT L’ATELIER, 1 PARENT ACCOMPAGNE 1 ENFANT. LE PARENT PRÉSENT PARTICIPE ÉGALEMENT À L’ACTIVITÉ !</p><p>Petits groupes pour favoriser le bien-être de chacun.</p><p><strong>Dates 2022-2023 : Dimanche 10h-11h ou 11h-12h</strong></p><p>14 mai, 4 juin</p><p><strong>Atelier 77 : 77 rue de Charonne, 75011.</strong></p><p>Code A1296. Salle à droite dans la courM° Charonne, Faidherbe, Voltaire</p><p>Réservation à la séance : 25 € pour un duo (un duo = 1 parent + 1 enfant)</p><p><strong>En cas d’impossibilité de maintenir l’activité, un report ou remboursement vous sera proposé.</strong></p><p>Tenue conseillée : vêtements souples ; pieds nus ou en chaussettes.<br><br>Participants : parents et enfants de 18 mois (marche assurée) jusqu’à 3 ans.Réservation à la séance : 25 € pour un duo (un duo = 1 parent + 1 enfant)</p>",2023-05-14 14:00:00+02:00,2023-06-18 15:00:00+02:00,"Atelier,Danse,Enfants",Atelier 77,77 rue de Charonne,75011,Paris,"48.8538799941791, 2.38147999270888",payant,Tout public. A partir de 1 ans. Jusqu'à 3 ans.,35
https://www.paris.fr/evenements/dans-la-foulee-des-mots-34150,Dans la foulée des mots,Une lecture-spectacle déambulatoire conçue par Pauline Caupenne avec le comédien Richard Pinto,"<p>Percutante comme les gants
du boxeur, fluide comme les gestes du nageur, l’écriture est avant tout
une affaire de mouvements.</p><p>En préparation de l’accueil des Jeux Olympiques et
Paralympiques 2024, <strong>la bibliothèque Amélie </strong>vous invite à chausser vos baskets pour
une balade à travers l’histoire des Jeux, la littérature et le patrimoine.
<strong>Richard Pinto</strong> vous mènera notamment jusqu'à l'<strong>Esplanade des Invalides</strong>,
qui accueillera en 2024 les
épreuves de tir à l’arc et para tir à l’arc. Laissez-vous guider par sa voix ;
il sait viser juste et trouvera les mots qui feront mouche.</p><p>Une expérience artistique garantie sans effort physique.</p><p><em>inscriptions auprès de Bibliocité </em></p>",2023-06-03 18:00:00+02:00,2023-06-03 19:00:00+02:00,"Balade,Jeux 2024,Théâtre",Bibliothèque Amélie,164 rue de Grenelle,75007,Paris,"48.857995, 2.308717",gratuit,Public  adultes.,0
https://www.paris.fr/evenements/tango-argentin-ateliers-et-bal-lsf-fr-33423,Tango argentin : ateliers et bal LSF/FR,"En présence d'interprètes LSF/FR. Dans le cadre du Mois parisien du handicap, la bibliothèque reçoit Nathalie Clouet, la reine du tango argentin, pour 3 rendez-vous virevoltants !","<p><strong>Vous avez toujours rêvé d'apprendre le tango argentin ? </strong>La professeure et danseuse<strong> <a href=""https://unriendetango.jimdofree.com/nathalie-clouet/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Nathalie Clouet</a> </strong>, et <a href=""https://unriendetango.jimdofree.com/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet""><em><strong>Un rien de tango dans la démarche</strong></em></a> vous invitent à trois ateliers d'initiation et un bal populaire !</p><p>« Né à la fin du 19ème siècle sur les rives du Rio de la Plata,
le tango argentin est le fruit d’une communauté d’hommes et de femmes très
différents les un.es des autres. Ces gens se sont croisés dans les rues de
la modernité. En marchant, ils imprègnent des saveurs de leurs origines les
trottoirs de la ville de Buenos- Aires. Petit à petit, ils mettent
en commun leurs contradictions. Il en résulte une culture codifiée.
Aujourd’hui, le tango argentin ne cesse de voyager.</p><p>Toute cadence unie ; celle de votre respiration, de votre
sang et autres battements de corps … Un voyage du dedans vers le dehors où le
délice est de pouvoir approcher un corps présent. Chercher à trouver
l’harmonie par le bruissement des frottements, des frôlements, des souffles,
des sons, des phrases de danse écrites pour l’espace. La danse du tango
est un véritable orchestre. <strong>D’ailleurs, le chef a un nom, c’est le silence.</strong>
C’est à dire ? Toutes les perceptions qui jouent ensemble juste avant que
les émotions ne commencent à nous envahir. A présent, vous dansez le tango
! C’est à dire ? Vous écoutez et vous entendez l'accompagnement de l’autre
danseur. Et là, patatras ! la danse du tango se dessine, comme un jeu d’enfant.</p><p>Le tango argentin vous impose sa créativité et vous impose
une liberté. »</p><p>Autour d’exercices rythmiques tactiles et visuels, et de quelques consignes, les ateliers vous
 guident vers les sensations propres au système guide-guidée du tango 
argentin. Un système connecté permettra une représentation visuelle des sons avec des signaux lumineux.</p><p><strong>Les trois ateliers sont indépendants : vous pouvez participer à l'un ou deux d'entre eux, ou aux trois ! Participez aux trois, c'est mieux ! Et en duo, c'est encore mieux.</strong></p><p>En ouverture du bal, un tango silencieux sera dansé par Nathalie Clouet et Blandine Coince, en hommage à notre collègue et amie bibliothécaire Marie Herz, décédée précocement, et qui aurait aimé voir naître ce projet.</p><p>En présence d'interprètes LSF/FR.</p><p><strong>samedis 10 et 17 juin à 15h</strong></p><p><strong>samedi 24 juin à 15h, suivi d'un bal en entrée libre dès 16h<br></strong></p><p><strong>adultes</strong></p><p><strong>sur inscription </strong>un mois avant la date de l'atelier choisi<strong>, de préférence en duo !</strong></p><p><em>Dress code : pantalon, chaussures confortables qui pivotent bien, dessous cuir peau, tennis souples… (pas de semelles de crêpe par exemple).</em></p><p>À l'occasion des ateliers…</p><p>…vous pourrez découvrir une table thématique 
d'ouvrages sur le tango ainsi qu'un diaporama du travail du photographe
 Frédéric Langard, dont la photographie de bal de tango embellit notre communication autour de cet événement.Remerciement également à Enzo Di Meo, conseiller technique son pour Un rien de tango dans la démarche.</p>",2023-06-10 18:00:00+02:00,2023-06-24 21:30:00+02:00,"Atelier,Danse,Solidarité",Bibliothèque Saint-Eloi,23 rue du Colonel Rozanoff,75012,Paris,"48.8455290202263, 2.38711103908116",gratuit,Public  adultes.,14
https://www.paris.fr/evenements/stage-dessin-35179,STAGE : DESSIN,"Stage de dessin : personnages en mouvement

Savoir dessiner des personnages c'est bien, mais les mettre en situation avec du mouvement c'est mieux !",<p>Ce stage va vous apprendre à dynamiser vos personnages en leur donnant du rythme et de la souplesse. De l'étude du mouvement en passant par le croquis et à la réalisation de composition de personnage en mouvement avec ou sans objet. Le langage corporel ne sera plus un secret pour vous !</p><p><strong>Intervenant :</strong> Loïc Rierny</p><p><strong>Nombre de places : </strong>10 personnes</p><p><strong>Tarif : </strong>160 € (Les inscrits de Paris-Ateliers bénéficient d’une remise de 10% sur le prix des stages).</p><p><strong>Dates :</strong> du 03 au 07 juillet 2023</p><p><strong>Horaires :</strong> de 14h à 17h</p><p><em>Informations et inscriptions sur public@paris-ateliers.org ou au 01 44 61 87 80. </em></p>,2023-07-03 17:00:00+02:00,2023-07-07 20:00:00+02:00,"Art contemporain,Atelier",Paris-Ateliers Vaugirard,85 rue de Vaugirard,75006,Paris,"48.8459520129701, 2.32336398322292",payant,Public  adolescents adultes.,4
https://www.paris.fr/evenements/stage-ecriture-35173,STAGE : ÉCRITURE,"Stage d'écriture : la nouvelle 

La nouvelle, un genre d’écriture pour écrivains flemmards ? Non, la nouvelle est un genre à part entière, avec ses règles, ses techniques particulières, ses types (nouvelle à chute, fantastique, historique, nouvelle-instant…).","<p>Ce stage de 5 jours vous propose d’explorer ce genre littéraire à travers des propositions permettant la construction concrète d’une ou plusieurs nouvelles et la découverte de différents types de nouvelles.<br>Le stage sera axé sur la construction d’une nouvelle : construction narrative, petit nombre de personnages, décor concis, travail de la brièveté et de l’axe de l’histoire, travail d’une chute percutante, choix du vocabulaire et du langage de ses personnages.</p><p><strong>Intervenante :</strong> Sophie David</p><p><strong>Nombre de places :</strong> 10 personnes</p><p><strong>Tarif :</strong> 260 € (Les inscrits de Paris-Ateliers bénéficient d’une remise de 10% sur le prix des stages).</p><p><strong>Dates : </strong>du 03 au 07 juillet 2023</p><p><strong>Horaires : </strong>de 10h à 17h, sauf le dernier jour où le stage terminera à 16h. Une pause déjeuner est prévue entre 13h et 14h.</p><p><em>Informations et inscriptions sur public@paris-ateliers.org ou au 01 44 61 87 80. </em></p>",2023-07-03 13:00:00+02:00,2023-07-07 20:00:00+02:00,"Atelier,Littérature",Paris-Ateliers Sampaix,28 rue Lucien Sampaix,75010,Paris,"48.8727319840681, 2.36126502154454",payant,Public  adolescents adultes.,4
https://www.paris.fr/evenements/les-p-tites-oreilles-25276,Les p'tites oreilles,"Animation musicale destinée aux enfants. Rendez-vous à 10h30 dans le Cube, pour les tout-petits.","<p>Venez profiter d’un temps d’échange en musique avec les bibliothécaires : des écoutes de chansons, comptines et histoires à découvrir.</p><p>Rendez-vous pour les tout-petits, une fois par mois les samedis à 10h30 dans le Cube :</p><ul><li>17 septembre</li><li>15 octobre</li><li>19 novembre</li><li>17 décembre</li><li>21 janvier exceptionnellement à 18h pour le spectacle de Voili Voilou dans le cadre des Nuits de la lecture</li><li>18 février</li><li>18 mars</li><li>15 avril</li><li>20 mai</li><li>17 juin</li></ul>",2022-09-17 13:30:00+02:00,2023-06-17 14:00:00+02:00,"Enfants,Loisirs,Musique",Bibliothèque Assia Djebar,1 rue Reynaldo Hahn,75020,Paris,"48.8492559915638, 2.41215901561648",gratuit,Tout public.,273
https://www.paris.fr/evenements/entrainement-de-course-a-pied-ouvert-a-toutes-et-a-tous-35313,Entraînement de course à pied,"L’association Front Runners de Paris est un club de course à pied LGBTQI+ & Allié.e.s ouvert à toutes et à tous. Dans le cadre de la Semaine du Sport contre les LGBTphobies et du Mois des Fiertés, l'association propose un entraînement de course à pied ouvert à toutes et à tous dans le beau parc des Buttes-Chaumont, le mardi 27 juin à 19h20.","<p>Que vous débutez ou que vous ayez couru toute votre vie, si vous aimez la course à pied ou souhaitez simplement découvrir cette discipline, n'hésitez pas à rejoindre l'entraînement des Front Runners de Paris ouvert à toutes et à tous !</p><p>Notre club de course à pied s'adresse à toutes et à tous, quels que soient votre orientation sexuelle, votre statut sérologique ou votre niveau. Nous avons parmi nos adhérent.e.s des personnes qui préparent des courses ou trails de toute distance ou qui courent simplement pour le plaisir, car l'important est bien pour nous de courir ensemble, dans une ambiance conviviale !</p><p>À l'occasion de la Semaine du Sport contre les LGBTphobies et du Mois des Fiertés, notre club organise un entraînement ouvert à toutes et à tous dans le parc des Buttes-Chaumont. Le rendez-vous est fixé le mardi 27 juin à 19h20 dans le parc, à l'entrée du parc en face de la mairie du 19e. Des vestiaires sont disponibles au centre sportif Pailleron (24 rue Edouard Pailleron) entre 19h et 19h15 (nous contacter avant pour l'accès). Les participant.e.s peuvent aussi arriver directement en tenue dans le parc.</p><p>Après une rapide présentation des membres présents et un échauffement, les participant.e.s auront le choix entre une sortie classique (plusieurs tours du parc) ou des ateliers sportifs encadrés par une coach.</p><p>L'entraînement se termine par quelques étirements, et celles et ceux qui le souhaitent peuvent ensuite se retrouver autour d'un verre.</p><p>Alors n'hésitez plus, laissez-vous tenter et venez courir avec nous ! Nous avons hâte de vous rencontrer !</p><p>N'hésitez pas à nous contacter si vous avez la moindre question sur notre association ou sur cet entraînement ouvert à toutes et à tous !</p>",2023-06-27 22:20:00+02:00,2023-06-27 23:30:00+02:00,"LGBT,Sport",Parc des Buttes Chaumont,Place Armand-Carrel,75019,Paris,"48.8826602944216, 2.38213090706906",gratuit,Public  adultes.,0
https://www.paris.fr/evenements/jeru-the-damaja-35421,Jeru the Damaja,"Légende vivante du Hip-Hop New yorkais et membre fondateur des légendaires Gangstarr au côté de Guru, il développera une carrière solo dès 1994 avec l'album prémonitoire « The Sun Rises in the East ».","<p>Jeru incarne à lui seul la quintessence du mouvement. Originaire de Brooklyn, le « partner in crime » de DJ Premier et son flow identifiable entre mille viendra mettre le feu pour une soirée aux sources du Hip-Hop.</p><p>Né à Brooklyn, Kendrick Davis AKA Jeru the Damaja est devenu l'une des personnalités les plus importantes du Hip-hop avec KRS-One. Sa première rencontre avec le Hip-hop remonte à 1978 il n'avait alors que 7 ans ! Lancé au début des années 90 par la clique Gangstarr, Jeru the Damaja, s'est vite fait remarquer par sa voix grave, son flow impeccable et ses textes positifs.</p><p>Après de prestigieuses collaborations (Guru, Dj premier), il enregistre son premier album, au titre prémonitoire, « The Sun Rises In The East » (94) (notez que la couverture de l'album montre l'une des tours du World Trade Center en feu et s'effondrant sur elle-même), suivent « The Wrath Of the Math » (96), « Heroz 4 Hire » (2000), « Divine Design » en 2006 puis en Octobre 2007 « Still Rising » . Jeru The Damaja a toujours eu une approche old school, pour lui le Hip-hop fait partie du quotidien, il critique sans retenue l'outrance de ce mouvement. Chez lui L'authenticité et la bonne parole priment et c'est pour cela qu'il est surnommé The Prophet.</p>",2023-06-09 22:30:00+02:00,2023-06-10 02:00:00+02:00,"Concert,Musique",New Morning,9 Rue des Petites Écuries,75010,Paris,"48.8728992, 2.35330820000001",payant,Tout public.,0
https://www.paris.fr/evenements/balade-photo-sur-les-rails-31173,"Balade ""Les oiseaux de Bercy""",Découverte et photo des oiseaux du parc de Bercy,"<p>Sur d'anciens entrepôts vinicoles, le Parc de Bercy abrite une riche biodiversité d'oiseaux, venez apprendre à les découvrir et à les photographier au détour d'une allée, d'une pièce d'eau ou d'un escalier.<br><br>Une balade qui permettra peut-être de voir rougegorge familier, héron, canards…<br><br>Le parc est en effet une zone naturelle artificielle regroupant petit bois, mares, bosquets et fourrés où l'on peut voir avec de la patience une faune assez discrète.</p><h3>Au programme:</h3><ul><li>Le cadrage et l'arrière plan</li><li>Technique de prise de vue adaptée aux oiseaux</li><li>Le gros plan</li><li>La couleur et le noir et blanc</li><li>Le format d'image</li></ul><h3>Les points forts:</h3><ul><li>Découverte de la biodiversité du Parc</li><li>Temps d'échange sur les compositions.</li><li>L'accompagnement du photographe.</li><li>Avec vos appareils photos : smartphone, compact et ou reflex !</li><li>Apprenez à faire de belles photos en développant votre regard artistique.</li></ul><div class=""component-image""><img src=""https://cdn.paris.fr/qfapv4/2023/04/17/original-182a7e394d871bd17d1b93a86450f524.jpg"" alt=""""></img></div><div class=""component-image""><img src=""https://cdn.paris.fr/qfapv4/2023/04/17/original-b0a582c9960b5931d35cb2531ae408f5.jpg"" alt=""""></img></div><div class=""component-image""><img src=""https://cdn.paris.fr/qfapv4/2023/04/17/original-2289c1948f43bd686e0d54c27464d5be.jpg"" alt=""""></img></div>",2023-06-04 19:30:00+02:00,2023-06-04 20:30:00+02:00,"Balade,Loisirs,Photo",Parc de Bercy,"128, quai de Bercy",75012,Paris,"48.835021, 2.382638",gratuit,Tout public. A partir de 10 ans.,0
